match_id,league,date,home_team,away_team,home_goals,away_goals,home_射门,away_射门,home_射正,away_射正,home_控球率,away_控球率,home_传球成功率,away_传球成功率,home_犯规,away_犯规,home_黄牌,away_黄牌,home_角球,away_角球,home_半场角球,away_半场角球,home_红牌,away_红牌
529972,法甲,2021-2-28 10:00:00 PM,昂热,朗斯,0,0,6,13,3,5,39,61,66,81,16,15,0,0,6,11,0,0,0,0
529976,法甲,2021-2-28 10:00:00 PM,洛里昂,圣埃蒂安,0,0,13,9,4,2,56,44,81,79,11,14,1,3,5,3,0,0,0,0
531158,英超,2021-2-28 10:00:00 PM,热刺,伯恩利,0,0,16,9,7,3,59,41,84,77,6,10,0,0,3,4,0,0,0,0
527596,德甲,2021-2-28 10:30:00 PM,美因茨,奥格斯堡,0,0,11,8,3,3,62,38,71,57,9,7,1,2,5,3,0,0,0,0
537198,西甲,2021-2-28 11:15:00 PM,加的斯,贝蒂斯,0,0,6,9,3,4,35,65,68,86,8,13,1,2,3,7,0,0,0,0
529975,法甲,2021-3-1 12:00:00 AM,里尔,斯特拉斯堡,0,0,15,11,1,4,68,32,84,68,10,14,0,2,9,2,0,0,0,0
531150,英超,2021-3-1 12:30:00 AM,切尔西,曼联,0,0,18,11,6,4,58,42,89,82,11,12,1,2,3,4,0,0,0,0
527595,德甲,2021-3-1 1:00:00 AM,勒沃库森,弗赖堡,0,0,23,7,5,3,67,33,86,72,12,11,2,3,8,3,0,0,0,0
542688,意甲,2021-3-1 1:00:00 AM,那不勒斯,贝内文托,0,0,18,4,6,3,61,39,88,79,13,15,3,2,8,2,0,0,1,0
537199,西甲,2021-3-1 1:30:00 AM,格拉纳达,埃尔切,0,0,13,11,4,2,43,57,66,71,14,12,3,2,5,5,0,0,0,0
531157,英超,2021-3-1 3:15:00 AM,谢菲尔德联,利物浦,0,0,10,15,4,9,40,60,74,83,9,9,0,0,4,3,0,0,0,0
542684,意甲,2021-3-1 3:45:00 AM,罗马,AC米兰,0,0,20,20,9,12,54,46,84,83,14,9,3,3,5,8,0,0,0,0
537203,西甲,2021-3-1 4:00:00 AM,比利亚雷亚尔,马德里竞技,0,0,18,7,5,6,64,36,87,76,15,19,2,3,10,2,0,0,0,0
529977,法甲,2021-3-1 4:00:00 AM,马赛,里昂,0,0,11,14,2,4,54,46,85,83,13,11,4,3,7,2,0,0,0,1
531152,英超,2021-3-2 4:00:00 AM,埃弗顿,南安普顿,0,0,7,8,1,1,48,52,74,78,13,9,0,2,4,10,0,0,0,0
537201,西甲,2021-3-2 4:00:00 AM,皇家马德里,皇家社会,0,0,22,6,4,2,59,41,89,83,6,10,0,1,13,4,0,0,0,0
542700,意甲,2021-3-3 3:45:00 AM,尤文图斯,斯佩齐亚,0,0,19,11,9,0,47,53,84,87,14,13,2,0,5,10,0,0,0,0
531185,英超,2021-3-3 4:00:00 AM,曼城,狼队,0,0,22,6,10,1,73,27,92,82,8,5,0,1,10,2,0,0,0,0
542703,意甲,2021-3-4 1:30:00 AM,萨索洛,那不勒斯,0,0,16,17,8,6,55,45,89,85,17,14,2,2,6,4,0,0,0,0
531181,英超,2021-3-4 2:00:00 AM,伯恩利,莱斯特城,0,0,11,16,7,4,40,60,71,82,6,12,0,2,5,8,0,0,0,0
529990,法甲,2021-3-4 2:00:00 AM,圣埃蒂安,朗斯,0,0,15,8,3,5,58,42,82,73,13,12,3,2,13,3,0,0,0,0
529989,法甲,2021-3-4 2:00:00 AM,尼斯,尼姆,0,0,12,21,5,6,51,49,87,82,13,8,3,3,0,6,0,0,0,0
529983,法甲,2021-3-4 2:00:00 AM,布雷斯特,第戎,0,0,9,10,3,1,45,55,85,83,17,12,3,1,3,5,0,0,0,0
529986,法甲,2021-3-4 2:00:00 AM,梅斯,昂热,0,0,16,8,2,3,60,40,86,73,18,9,2,2,6,1,0,0,1,0
531186,英超,2021-3-4 2:00:00 AM,谢菲尔德联,阿斯顿维拉,0,0,6,17,2,3,35,65,70,85,13,6,1,0,2,7,0,0,1,0
529985,法甲,2021-3-4 2:00:00 AM,里昂,雷恩,0,0,18,12,8,1,50,50,81,85,11,15,1,3,6,4,0,0,0,0
542694,意甲,2021-3-4 3:45:00 AM,AC米兰,乌迪内斯,0,0,12,5,7,1,58,42,88,76,23,13,4,1,7,2,0,0,0,0
542695,意甲,2021-3-4 3:45:00 AM,亚特兰大,克罗托内,0,0,21,5,10,3,64,36,84,67,7,13,0,2,4,3,0,0,0,0
542698,意甲,2021-3-4 3:45:00 AM,佛罗伦萨,罗马,0,0,8,12,2,6,40,60,75,83,9,15,1,3,2,3,0,0,0,0
542697,意甲,2021-3-4 3:45:00 AM,卡利亚里,博洛尼亚,0,0,10,13,3,4,44,56,65,85,16,18,2,3,10,4,0,0,0,0
542699,意甲,2021-3-4 3:45:00 AM,热那亚,桑普多利亚,0,0,6,10,1,5,48,52,82,81,14,16,2,0,2,4,0,0,0,0
542696,意甲,2021-3-4 3:45:00 AM,贝内文托,维罗纳,0,0,6,10,0,5,49,51,76,78,7,20,0,1,2,7,0,0,0,0
529988,法甲,2021-3-4 4:00:00 AM,南特,兰斯,0,0,12,4,5,2,49,51,74,74,10,15,0,5,6,3,0,0,0,0
529991,法甲,2021-3-4 4:00:00 AM,斯特拉斯堡,摩纳哥,0,0,17,4,3,1,46,54,69,79,10,12,3,0,5,7,0,0,0,0
529982,法甲,2021-3-4 4:00:00 AM,波尔多,巴黎圣日耳曼,0,0,11,11,2,2,44,56,84,88,8,15,3,3,8,1,0,0,0,0
529987,法甲,2021-3-4 4:00:00 AM,蒙彼利埃,洛里昂,0,0,10,14,4,6,53,47,82,81,17,15,2,3,5,3,0,0,0,0
529984,法甲,2021-3-4 4:00:00 AM,里尔,马赛,0,0,22,3,5,1,60,40,82,74,12,7,0,0,11,1,0,0,0,0
531182,英超,2021-3-4 4:15:00 AM,水晶宫,曼联,0,0,8,11,2,1,38,62,78,86,4,13,1,0,4,6,0,0,0,0
531222,英超,2021-3-5 2:00:00 AM,富勒姆,热刺,0,0,11,10,4,3,59,41,83,73,13,9,2,1,4,1,0,0,0,0
531188,英超,2021-3-5 2:00:00 AM,西布朗,埃弗顿,0,0,11,12,3,3,48,52,81,81,9,7,3,1,3,3,0,0,0,0
542702,意甲,2021-3-5 3:45:00 AM,帕尔马,国际米兰,0,0,12,11,2,5,52,48,87,88,8,11,0,1,2,2,0,0,0,0
531184,英超,2021-3-5 4:15:00 AM,利物浦,切尔西,0,0,7,11,1,5,54,46,87,85,9,8,0,0,5,2,0,0,0,0
527606,德甲,2021-3-6 3:30:00 AM,沙尔克,美因茨,0,0,2,21,2,2,49,51,68,67,10,17,2,2,2,6,0,0,0,0
537221,西甲,2021-3-6 4:00:00 AM,瓦伦西亚,比利亚雷亚尔,0,0,25,10,4,5,53,47,85,82,12,10,4,3,5,3,0,0,0,0
531162,英超,2021-3-6 8:30:00 PM,伯恩利,阿森纳,0,0,9,14,5,3,42,58,74,82,4,9,1,1,2,3,0,0,0,0
537222,西甲,2021-3-6 9:00:00 PM,巴拉多利德,赫塔费,0,0,4,9,3,2,51,49,60,57,15,19,2,2,1,6,0,0,0,1
542711,意甲,2021-3-6 10:00:00 PM,斯佩齐亚,贝内文托,0,0,7,3,2,2,73,27,86,61,13,15,2,4,3,1,0,0,0,0
527605,德甲,2021-3-6 10:30:00 PM,弗赖堡,RB莱比锡,0,0,3,10,1,7,42,58,73,82,10,13,1,1,1,2,0,0,0,0
527608,德甲,2021-3-6 10:30:00 PM,柏林赫塔,奥格斯堡,0,0,13,7,5,3,65,35,84,65,14,13,2,3,6,1,0,0,0,0
527603,德甲,2021-3-6 10:30:00 PM,法兰克福,斯图加特,0,0,13,6,7,1,59,41,82,77,16,15,2,3,13,4,0,0,0,0
527601,德甲,2021-3-6 10:30:00 PM,门兴,勒沃库森,0,0,4,9,2,4,42,58,81,87,6,10,0,2,7,8,0,0,0,0
527609,德甲,2021-3-6 10:30:00 PM,霍芬海姆,沃尔夫斯堡,0,0,5,8,2,4,38,62,69,82,13,14,2,4,2,6,0,0,0,1
531166,英超,2021-3-6 11:00:00 PM,谢菲尔德联,南安普顿,0,0,7,12,1,7,51,49,70,76,17,11,4,3,7,3,0,0,0,0
537223,西甲,2021-3-6 11:15:00 PM,埃尔切,塞维利亚,0,0,6,11,3,3,37,63,78,87,16,11,4,0,6,3,0,0,0,0
542712,意甲,2021-3-7 1:00:00 AM,乌迪内斯,萨索洛,0,0,0,1,0,1,24,76,70,90,0,3,0,0,0,1,0,0,0,0
537217,西甲,2021-3-7 1:30:00 AM,加的斯,埃瓦尔,0,0,7,15,3,2,32,68,56,78,7,9,2,2,0,12,0,0,0,0
527602,德甲,2021-3-7 1:30:00 AM,拜仁慕尼黑,多特蒙德,0,0,25,4,8,3,66,34,86,70,8,13,1,1,6,0,0,0,0,0
531160,英超,2021-3-7 1:30:00 AM,阿斯顿维拉,狼队,0,0,9,11,1,3,49,51,78,82,13,13,1,0,5,3,0,0,0,0
542708,意甲,2021-3-7 3:45:00 AM,尤文图斯,拉齐奥,0,0,7,15,5,4,52,48,87,86,10,13,0,1,4,4,0,0,0,0
537219,西甲,2021-3-7 4:00:00 AM,奥萨苏纳,巴塞罗那,0,0,8,13,3,6,37,63,80,89,4,12,0,2,3,4,0,0,0,0
531161,英超,2021-3-7 4:00:00 AM,布莱顿,莱斯特城,0,0,8,7,2,3,37,63,76,85,13,8,0,1,6,6,0,0,0,0
542704,意甲,2021-3-7 7:30:00 PM,罗马,热那亚,0,0,18,9,3,2,54,46,86,85,15,14,1,4,7,1,0,0,0,0
531168,英超,2021-3-7 8:00:00 PM,西布朗,纽卡斯尔,0,0,13,8,4,5,52,48,74,68,11,9,0,0,9,7,0,0,0,0
537218,西甲,2021-3-7 9:00:00 PM,韦斯卡,塞尔塔,0,0,17,9,5,5,50,50,75,78,12,21,0,2,6,3,0,0,0,0
542706,意甲,2021-3-7 10:00:00 PM,佛罗伦萨,帕尔马,0,0,6,9,3,5,42,58,75,84,19,16,0,3,3,3,0,0,0,0
542705,意甲,2021-3-7 10:00:00 PM,克罗托内,都灵,0,0,19,20,6,5,44,56,78,82,19,21,4,2,8,8,0,0,0,1
531164,英超,2021-3-7 10:00:00 PM,利物浦,富勒姆,0,0,16,10,3,3,60,40,84,77,10,8,2,3,9,4,0,0,0,0
542713,意甲,2021-3-7 10:00:00 PM,维罗纳,AC米兰,0,0,11,11,0,3,50,50,75,73,14,12,2,0,8,1,0,0,0,0
527604,德甲,2021-3-7 10:30:00 PM,科隆,不莱梅,0,0,14,12,3,3,68,32,87,69,13,10,2,0,9,3,0,0,0,0
537215,西甲,2021-3-7 11:15:00 PM,马德里竞技,皇家马德里,0,0,11,17,5,6,39,61,83,88,19,9,5,1,1,6,0,0,0,0
531165,英超,2021-3-8 12:30:00 AM,曼城,曼联,0,0,23,8,6,6,65,35,90,78,9,12,0,3,6,2,0,0,0,0
542710,意甲,2021-3-8 1:00:00 AM,桑普多利亚,卡利亚里,0,0,12,12,5,6,51,49,84,82,15,14,4,3,3,5,0,0,0,0
527607,德甲,2021-3-8 1:00:00 AM,比勒菲尔德,柏林联合,0,0,5,8,3,2,40,60,76,85,9,5,0,0,3,3,0,0,0,0
537220,西甲,2021-3-8 1:30:00 AM,皇家社会,莱万特,0,0,25,6,7,1,52,48,80,77,13,14,0,2,7,5,0,0,0,0
531167,英超,2021-3-8 3:15:00 AM,热刺,水晶宫,0,0,13,5,5,1,64,36,88,76,8,17,2,3,1,5,0,0,0,0
542709,意甲,2021-3-8 3:45:00 AM,那不勒斯,博洛尼亚,0,0,14,18,7,6,44,56,77,79,12,14,2,0,6,3,0,0,0,0
537214,西甲,2021-3-8 4:00:00 AM,毕尔巴鄂,格拉纳达,0,0,6,14,4,3,49,51,73,78,10,10,2,1,6,9,0,0,0,0
531163,英超,2021-3-9 2:00:00 AM,切尔西,埃弗顿,0,0,19,7,10,1,66,34,89,81,11,12,0,3,7,3,0,0,0,0
542707,意甲,2021-3-9 3:45:00 AM,国际米兰,亚特兰大,0,0,5,14,1,2,45,55,81,86,11,17,1,1,7,7,0,0,0,0
531169,英超,2021-3-9 4:00:00 AM,西汉姆,利兹联,0,0,16,17,5,2,34,66,70,83,9,9,1,1,6,6,0,0,0,0
537216,西甲,2021-3-9 4:00:00 AM,贝蒂斯,阿拉维斯,0,0,23,5,7,3,77,23,89,63,13,11,0,3,12,1,0,0,0,0
593449,欧冠,2021-3-10 4:00:00 AM,多特蒙德,塞维利亚,0,0,9,19,5,8,32,68,67,85,17,15,3,6,1,8,0,0,0,0
593448,欧冠,2021-3-10 4:00:00 AM,尤文图斯,波尔图,0,0,20,11,10,5,68,32,88,73,16,12,3,3,14,2,0,0,0,1
627084,德甲,2021-3-11 1:30:00 AM,比勒菲尔德,不莱梅,0,0,26,5,9,2,59,41,77,62,12,9,2,2,9,0,0,0,1,0
531226,英超,2021-3-11 2:00:00 AM,曼城,南安普顿,0,0,17,10,11,5,60,40,91,83,6,4,1,0,5,5,0,0,0,0
608883,西甲,2021-3-11 2:00:00 AM,马德里竞技,毕尔巴鄂,0,0,11,5,5,2,47,53,84,83,12,13,2,2,5,4,0,0,0,0
627085,法甲,2021-3-11 2:00:00 AM,马赛,雷恩,0,0,10,11,2,0,51,49,82,83,15,19,2,3,3,4,0,0,0,0
593450,欧冠,2021-3-11 4:00:00 AM,利物浦,RB莱比锡,0,0,12,11,7,2,40,60,71,83,18,7,0,0,5,1,0,0,0,0
593451,欧冠,2021-3-11 4:00:00 AM,巴黎圣日耳曼,巴塞罗那,0,0,7,20,3,10,28,72,79,90,11,9,4,3,2,9,0,0,0,0
542720,意甲,2021-3-12 10:00:00 PM,拉齐奥,克罗托内,0,0,25,6,6,2,64,36,87,77,9,11,0,3,5,1,0,0,0,0
527617,德甲,2021-3-13 3:30:00 AM,奥格斯堡,门兴,0,0,11,26,3,7,36,64,72,85,6,10,0,0,1,10,0,0,0,0
542715,意甲,2021-3-13 3:45:00 AM,亚特兰大,斯佩齐亚,0,0,14,7,7,3,49,51,80,80,17,6,2,0,3,5,0,0,0,0
530000,法甲,2021-3-13 4:00:00 AM,兰斯,里昂,0,0,14,20,6,8,33,67,72,84,11,12,3,1,2,5,0,0,0,0
531177,英超,2021-3-13 4:00:00 AM,纽卡斯尔,阿斯顿维拉,0,0,12,15,3,5,49,51,72,76,10,10,2,3,2,2,0,0,0,0
537240,西甲,2021-3-13 4:00:00 AM,莱万特,瓦伦西亚,0,0,11,12,3,4,44,56,77,82,16,13,3,4,3,3,0,0,0,0
529992,法甲,2021-3-13 8:00:00 PM,昂热,圣埃蒂安,0,0,5,8,3,3,54,46,78,77,8,14,1,2,6,3,0,0,0,0
531174,英超,2021-3-13 8:30:00 PM,利兹联,切尔西,0,0,7,15,4,8,39,61,72,83,16,6,3,0,8,5,0,0,0,0
537234,西甲,2021-3-13 9:00:00 PM,阿拉维斯,加的斯,0,0,9,8,2,1,52,48,71,69,21,5,2,3,2,5,0,0,1,0
542722,意甲,2021-3-13 10:00:00 PM,萨索洛,维罗纳,0,0,16,13,9,3,42,58,79,84,15,17,3,2,6,5,0,0,0,0
527611,德甲,2021-3-13 10:30:00 PM,不莱梅,拜仁慕尼黑,0,0,8,24,3,6,42,58,80,88,5,8,1,0,3,8,0,0,0,0
527616,德甲,2021-3-13 10:30:00 PM,柏林联合,科隆,0,0,14,9,7,5,42,58,74,84,20,13,2,3,6,6,0,0,0,0
527612,德甲,2021-3-13 10:30:00 PM,沃尔夫斯堡,沙尔克,0,0,16,5,7,1,54,46,80,74,12,8,0,1,3,8,0,0,0,0
527618,德甲,2021-3-13 10:30:00 PM,美因茨,弗赖堡,0,0,9,12,6,3,48,52,80,78,24,15,1,3,0,4,0,0,0,0
531171,英超,2021-3-13 11:00:00 PM,水晶宫,西布朗,0,0,8,12,5,0,44,56,67,78,16,14,3,1,3,2,0,0,0,0
537242,西甲,2021-3-13 11:15:00 PM,皇家马德里,埃尔切,0,0,16,3,4,1,65,35,87,77,11,15,1,1,6,1,0,0,0,0
537278,西甲,2021-4-3 3:00:00 AM,莱万特,韦斯卡,0,0,15,6,3,2,62,38,85,73,15,7,2,2,8,2,0,0,0,0
542734,意甲,2021-4-3 6:30:00 PM,AC米兰,桑普多利亚,0,0,14,6,2,4,64,36,84,73,15,14,2,5,5,5,0,0,0,1
530017,法甲,2021-4-3 7:00:00 PM,摩纳哥,梅斯,0,0,13,7,5,1,61,39,83,80,16,15,0,6,8,1,0,0,0,1
531192,英超,2021-4-3 7:30:00 PM,切尔西,西布朗,0,0,18,14,8,7,66,34,85,75,11,5,3,1,10,3,0,0,1,0
537277,西甲,2021-4-3 8:00:00 PM,格拉纳达,比利亚雷亚尔,0,0,5,15,1,5,44,56,77,83,14,14,2,2,3,5,0,0,0,0
542735,意甲,2021-4-3 9:00:00 PM,亚特兰大,乌迪内斯,0,0,23,9,8,3,58,42,86,76,15,9,0,2,4,1,0,0,0,0
542738,意甲,2021-4-3 9:00:00 PM,卡利亚里,维罗纳,0,0,24,10,6,5,48,52,72,71,16,18,1,3,6,5,0,0,0,1
542740,意甲,2021-4-3 9:00:00 PM,拉齐奥,斯佩齐亚,0,0,11,7,5,2,51,49,81,78,18,21,2,3,3,4,0,0,2,0
542739,意甲,2021-4-3 9:00:00 PM,热那亚,佛罗伦萨,0,0,8,10,2,2,56,44,85,83,17,10,2,2,4,2,0,0,0,1
542742,意甲,2021-4-3 9:00:00 PM,萨索洛,罗马,0,0,12,11,6,8,69,31,93,84,13,15,3,3,3,4,0,0,0,0
542736,意甲,2021-4-3 9:00:00 PM,贝内文托,帕尔马,0,0,7,17,4,6,30,70,65,85,20,19,2,1,3,3,0,0,0,0
542741,意甲,2021-4-3 9:00:00 PM,那不勒斯,克罗托内,0,0,26,8,8,3,64,36,90,80,5,17,0,4,4,6,0,0,0,0
527630,德甲,2021-4-3 9:30:00 PM,勒沃库森,沙尔克,0,0,8,7,2,3,64,36,89,80,13,9,1,0,5,4,0,0,0,0
527628,德甲,2021-4-3 9:30:00 PM,多特蒙德,法兰克福,0,0,21,15,8,5,58,42,82,76,9,12,0,3,10,2,0,0,0,0
527632,德甲,2021-4-3 9:30:00 PM,奥格斯堡,霍芬海姆,0,0,7,14,2,5,31,69,72,83,7,10,1,1,2,10,0,0,0,0
527635,德甲,2021-4-3 9:30:00 PM,沃尔夫斯堡,科隆,0,0,12,10,5,1,52,48,80,76,18,11,2,1,5,4,0,0,0,0
527633,德甲,2021-4-3 9:30:00 PM,美因茨,比勒菲尔德,0,0,11,8,5,2,53,47,73,63,24,9,4,1,2,3,0,0,0,0
531194,英超,2021-4-3 10:00:00 PM,利兹联,谢菲尔德联,0,0,24,10,9,1,55,45,79,75,12,13,1,2,5,7,0,0,0,0
537280,西甲,2021-4-3 10:15:00 PM,皇家马德里,埃瓦尔,0,0,25,12,11,4,64,36,88,75,6,8,0,2,6,9,0,0,0,0
530020,法甲,2021-4-3 11:00:00 PM,巴黎圣日耳曼,里尔,0,0,12,3,3,3,65,35,88,75,18,12,6,4,5,0,0,0,1,1
542743,意甲,2021-4-4 12:00:00 AM,都灵,尤文图斯,0,0,9,22,5,7,29,71,75,91,16,15,4,2,5,6,0,0,0,0
527629,德甲,2021-4-4 12:30:00 AM,RB莱比锡,拜仁慕尼黑,0,0,14,9,2,5,54,46,83,81,13,9,3,2,8,4,0,0,0,0
537279,西甲,2021-4-4 12:30:00 AM,奥萨苏纳,赫塔费,0,0,5,7,3,2,59,41,67,51,23,18,2,3,2,4,0,0,0,0
531195,英超,2021-4-4 12:30:00 AM,莱斯特城,曼城,0,0,4,11,2,4,43,57,83,88,13,12,2,3,1,1,0,0,0,0
527636,德甲,2021-4-4 2:30:00 AM,门兴,弗赖堡,0,0,20,9,7,4,48,52,79,79,11,14,1,3,0,3,0,0,0,0
542737,意甲,2021-4-4 2:45:00 AM,博洛尼亚,国际米兰,0,0,13,14,2,3,56,44,85,80,17,15,4,4,4,4,0,0,0,0
530014,法甲,2021-4-4 3:00:00 AM,朗斯,里昂,0,0,9,12,5,5,40,60,78,85,12,14,3,3,2,4,0,0,0,1
531190,英超,2021-4-4 3:00:00 AM,阿森纳,利物浦,0,0,3,16,2,7,35,65,76,86,10,10,1,1,1,2,0,0,0,0
531198,英超,2021-4-4 7:00:00 PM,南安普顿,伯恩利,0,0,24,7,9,5,55,45,77,69,11,10,0,0,6,7,0,0,0,0
530012,法甲,2021-4-4 7:00:00 PM,昂热,蒙彼利埃,0,0,14,8,4,3,62,38,85,74,15,9,1,1,4,0,0,0,0,0
537274,西甲,2021-4-4 8:00:00 PM,阿拉维斯,塞尔塔,0,0,18,8,7,6,54,46,77,71,9,21,4,6,6,2,0,0,0,1
530021,法甲,2021-4-4 9:00:00 PM,兰斯,雷恩,0,0,8,20,2,8,44,56,83,88,6,11,3,3,1,6,0,0,1,0
530018,法甲,2021-4-4 9:00:00 PM,南特,尼斯,0,0,17,16,1,7,50,50,80,82,15,14,1,2,10,5,0,0,0,0
530013,法甲,2021-4-4 9:00:00 PM,波尔多,斯特拉斯堡,0,0,13,12,6,4,62,38,87,77,8,15,1,1,6,5,0,0,0,0
530015,法甲,2021-4-4 9:00:00 PM,洛里昂,布雷斯特,0,0,12,5,4,1,46,54,75,77,7,21,3,2,6,5,0,0,0,1
531197,英超,2021-4-4 9:05:00 PM,纽卡斯尔,热刺,0,0,22,11,6,5,41,59,74,82,13,14,3,2,7,3,0,0,0,0
527634,德甲,2021-4-4 9:30:00 PM,斯图加特,不莱梅,0,0,15,11,3,2,60,40,83,76,8,9,1,2,6,0,0,0,0,0
537283,西甲,2021-4-4 10:15:00 PM,埃尔切,贝蒂斯,0,0,8,13,2,3,47,53,81,85,9,15,1,4,7,2,0,0,0,0
530019,法甲,2021-4-4 11:05:00 PM,尼姆,圣埃蒂安,0,0,11,16,3,7,53,47,78,76,12,19,5,2,5,3,0,0,0,0
531191,英超,2021-4-4 11:30:00 PM,阿斯顿维拉,富勒姆,0,0,15,17,4,7,52,48,80,75,14,20,1,2,4,4,0,0,0,0
527631,德甲,2021-4-5 12:00:00 AM,柏林联合,柏林赫塔,0,0,14,5,4,1,59,41,80,75,13,11,2,4,2,3,0,0,0,0
537276,西甲,2021-4-5 12:30:00 AM,加的斯,瓦伦西亚,0,0,6,11,2,6,33,67,67,85,10,7,2,2,4,13,0,0,0,0
531196,英超,2021-4-5 2:30:00 AM,曼联,布莱顿,0,0,15,5,8,3,59,41,85,77,14,7,2,2,5,6,0,0,0,0
537282,西甲,2021-4-5 3:00:00 AM,塞维利亚,马德里竞技,0,0,18,9,5,4,56,44,85,79,13,11,2,4,3,2,0,0,0,0
530016,法甲,2021-4-5 3:00:00 AM,马赛,第戎,0,0,16,5,3,1,64,36,88,77,11,9,2,4,7,1,0,0,0,0
531193,英超,2021-4-6 1:00:00 AM,埃弗顿,水晶宫,0,0,15,13,7,6,47,53,80,83,10,10,2,0,3,4,0,0,0,0
537275,西甲,2021-4-6 3:00:00 AM,巴塞罗那,巴拉多利德,0,0,24,7,10,2,60,40,90,75,12,13,3,3,4,1,0,0,0,1
531199,英超,2021-4-6 3:15:00 AM,狼队,西汉姆,0,0,20,9,5,6,66,34,88,74,9,9,1,4,4,2,0,0,0,0
633179,欧冠,2021-4-7 3:00:00 AM,曼城,多特蒙德,0,0,11,7,5,3,62,38,91,86,9,8,0,2,4,2,0,0,0,0
633178,欧冠,2021-4-7 3:00:00 AM,皇家马德里,利物浦,0,0,15,7,7,1,46,54,82,86,6,11,1,3,5,3,0,0,0,0
635838,意甲,2021-4-8 12:45:00 AM,国际米兰,萨索洛,0,0,8,15,3,3,30,70,87,95,8,13,2,3,1,8,0,0,0,0
625153,意甲,2021-4-8 12:45:00 AM,尤文图斯,那不勒斯,0,0,12,14,3,4,47,53,88,89,17,11,1,2,2,6,0,0,0,0
633177,欧冠,2021-4-8 3:00:00 AM,拜仁慕尼黑,巴黎圣日耳曼,0,0,31,6,12,5,64,36,87,76,16,7,4,1,15,1,0,0,0,0
633180,欧冠,2021-4-8 3:00:00 AM,波尔图,切尔西,0,0,12,6,5,3,40,60,79,86,10,15,2,0,9,4,0,0,0,0
537281,西甲,2021-4-8 3:00:00 AM,皇家社会,毕尔巴鄂,0,0,12,11,2,2,51,49,81,78,18,7,3,1,3,6,0,0,0,0
527639,德甲,2021-4-10 2:30:00 AM,比勒菲尔德,弗赖堡,0,0,14,10,6,1,45,55,74,77,8,10,3,2,4,2,0,0,0,0
531203,英超,2021-4-10 3:00:00 AM,富勒姆,狼队,0,0,14,7,2,3,49,51,84,83,11,8,0,0,3,4,0,0,0,0
530025,法甲,2021-4-10 3:00:00 AM,梅斯,里尔,0,0,18,10,7,6,51,49,79,78,16,13,2,2,10,2,0,0,0,0
537301,西甲,2021-4-10 3:00:00 AM,韦斯卡,埃尔切,0,0,8,9,5,4,33,67,73,89,17,13,2,2,6,6,0,0,0,0
531205,英超,2021-4-10 7:30:00 PM,曼城,利兹联,0,0,29,2,7,2,71,29,90,68,12,15,3,1,9,3,0,0,0,1
537300,西甲,2021-4-10 8:00:00 PM,赫塔费,加的斯,0,0,18,8,1,4,58,42,70,58,10,13,2,2,10,4,0,0,0,0
542751,意甲,2021-4-10 9:00:00 PM,斯佩齐亚,克罗托内,0,0,6,9,3,5,60,40,85,78,10,13,1,1,3,4,0,0,0,0
527641,德甲,2021-4-10 9:30:00 PM,不莱梅,RB莱比锡,0,0,12,9,2,5,37,63,75,85,11,9,0,0,2,2,0,0,0,0
527643,德甲,2021-4-10 9:30:00 PM,拜仁慕尼黑,柏林联合,0,0,13,6,2,2,60,40,84,75,7,10,2,0,8,1,0,0,0,0
527642,德甲,2021-4-10 9:30:00 PM,柏林赫塔,门兴,0,0,23,7,5,4,62,38,87,78,12,15,2,1,11,3,0,0,0,1
527640,德甲,2021-4-10 9:30:00 PM,法兰克福,沃尔夫斯堡,0,0,7,21,5,8,45,55,67,75,11,12,3,2,3,7,0,0,0,0
531204,英超,2021-4-10 10:00:00 PM,利物浦,阿斯顿维拉,0,0,23,9,8,5,68,32,84,66,15,11,2,4,7,0,0,0,0,0
537296,西甲,2021-4-10 10:15:00 PM,毕尔巴鄂,阿拉维斯,0,0,11,9,4,0,44,56,76,80,13,15,2,1,6,6,0,0,0,0
530031,法甲,2021-4-10 11:00:00 PM,斯特拉斯堡,巴黎圣日耳曼,0,0,9,16,3,7,37,63,79,88,8,6,0,1,5,4,0,0,0,0
542749,意甲,2021-4-11 12:00:00 AM,帕尔马,AC米兰,0,0,16,10,5,5,58,42,88,84,13,11,4,4,7,3,0,0,0,1
537299,西甲,2021-4-11 12:30:00 AM,埃瓦尔,莱万特,0,0,10,6,4,1,53,47,73,72,9,7,3,2,6,3,0,0,0,0
527638,德甲,2021-4-11 12:30:00 AM,斯图加特,多特蒙德,0,0,14,17,3,7,49,51,81,83,13,11,4,2,3,8,0,0,0,0
531202,英超,2021-4-11 12:30:00 AM,水晶宫,切尔西,0,0,1,23,1,10,36,64,77,90,7,12,1,0,0,8,0,0,0,0
542752,意甲,2021-4-11 2:45:00 AM,乌迪内斯,都灵,0,0,17,10,2,1,65,35,88,77,20,21,0,3,5,4,0,0,0,0
537302,西甲,2021-4-11 3:00:00 AM,皇家马德里,巴塞罗那,0,0,14,18,3,4,31,69,78,90,16,10,2,3,5,6,0,0,1,0
530027,法甲,2021-4-11 3:00:00 AM,蒙彼利埃,马赛,0,0,20,13,7,8,43,57,75,87,17,12,2,2,6,3,0,0,0,1
542747,意甲,2021-4-11 6:30:00 PM,国际米兰,卡利亚里,0,0,16,8,9,2,53,47,92,85,10,9,1,1,5,0,0,0,0,0
